NATIONAL,NAT_CODE,MARKET,MKT_CODE,DMA_NAME,DMA_CODE,STORE_NO,STORE_CODE
TOTAL,TOTUS,EMERGING,MEMER,PEORIA-BLOOMINGTON,DPEO01,515,SPE0515
TOTAL,TOTUS,EMERGING,MEMER,PEORIA-BLOOMINGTON,DPEO01,1083,SPE1083
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,782,SPH0782
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,791,SPH0791
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1032,SPH1032
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1170,SPH1170
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1194,SPH1194
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1213,SPH1213
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1439,SPH1439
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1496,SPH1496
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1522,SPH1522
TOTAL,TOTUS,EMERGING,MEMER,PHILADELPHIA,DPHI01,1539,SPH1539
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,230,SPH0230
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,271,SPH0271
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,290,SPH0290
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,370,SPH0370
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,421,SPH0421
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,422,SPH0422
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,615,SPH0615
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,637,SPH0637
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,678,SPH0678
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,711,SPH0711
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,759,SPH0759
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,779,SPH0779
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,841,SPH0841
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,885,SPH0885
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,886,SPH0886
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1070,SPH1070
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1090,SPH1090
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1094,SPH1094
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1111,SPH1111
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1250,SPH1250
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1287,SPH1287
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1300,SPH1300
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1332,SPH1332
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1442,SPH1442
TOTAL,TOTUS,DEVELOPING,MDEVL,PHOENIX (PRESCOTT),DPHO01,1516,SPH1516
TOTAL,TOTUS,EMERGING,MEMER,PITTSBURGH,DPIT01,828,SPI0828
TOTAL,TOTUS,EMERGING,MEMER,"PORTLAND, OR",DPOR01,317,SPO0317
TOTAL,TOTUS,EMERGING,MEMER,"PORTLAND, OR",DPOR01,696,SPO0696
TOTAL,TOTUS,EMERGING,MEMER,"PORTLAND, OR",DPOR01,826,SPO0826
TOTAL,TOTUS,EMERGING,MEMER,"PORTLAND, OR",DPOR01,1386,SPO1386
TOTAL,TOTUS,EMERGING,MEMER,"PORTLAND, OR",DPOR01,1493,SPO1493
TOTAL,TOTUS,EMERGING,MEMER,RALEIGH-DURHAM (FAYETVLLE),DRAL01,206,SRA0206
TOTAL,TOTUS,EMERGING,MEMER,RALEIGH-DURHAM (FAYETVLLE),DRAL01,527,SRA0527
TOTAL,TOTUS,EMERGING,MEMER,RALEIGH-DURHAM (FAYETVLLE),DRAL01,816,SRA0816
TOTAL,TOTUS,EMERGING,MEMER,RALEIGH-DURHAM (FAYETVLLE),DRAL01,847,SRA0847
TOTAL,TOTUS,EMERGING,MEMER,RALEIGH-DURHAM (FAYETVLLE),DRAL01,1162,SRA1162
TOTAL,TOTUS,EMERGING,MEMER,RALEIGH-DURHAM (FAYETVLLE),DRAL01,1245,SRA1245
TOTAL,TOTUS,EMERGING,MEMER,RENO,DREN01,282,SRE0282
TOTAL,TOTUS,EMERGING,MEMER,RENO,DREN01,328,SRE0328
TOTAL,TOTUS,EMERGING,MEMER,RENO,DREN01,375,SRE0375
TOTAL,TOTUS,EMERGING,MEMER,RENO,DREN01,673,SRE0673
TOTAL,TOTUS,EMERGING,MEMER,RICHMOND-PETERSBURG,DRIC01,1311,SRI1311
TOTAL,TOTUS,EMERGING,MEMER,RICHMOND-PETERSBURG,DRIC01,1320,SRI1320
TOTAL,TOTUS,EMERGING,MEMER,RICHMOND-PETERSBURG,DRIC01,1376,SRI1376
TOTAL,TOTUS,EMERGING,MEMER,RICHMOND-PETERSBURG,DRIC01,1400,SRI1400
TOTAL,TOTUS,EMERGING,MEMER,ROANOKE-LYNCHBURG,DROA01,1498,SRO1498
TOTAL,TOTUS,EMERGING,MEMER,ROCKFORD,DROC01,1133,SRO1133
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,69,SSA0069
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,132,SSA0132
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,213,SSA0213
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,264,SSA0264
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,278,SSA0278
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,363,SSA0363
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,385,SSA0385
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,390,SSA0390
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,418,SSA0418
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,450,SSA0450
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,485,SSA0485
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,522,SSA0522
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,530,SSA0530
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,533,SSA0533
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,554,SSA0554
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,560,SSA0560
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,565,SSA0565
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,598,SSA0598
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,623,SSA0623
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,682,SSA0682
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,723,SSA0723
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,743,SSA0743
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,836,SSA0836
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,887,SSA0887
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,1028,SSA1028
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,1068,SSA1068
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,1092,SSA1092
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,1102,SSA1102
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,1283,SSA1283
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,1285,SSA1285
TOTAL,TOTUS,DEVELOPING,MDEVL,SACRAMNTO-STKTON-MODESTO,DSAC01,1286,SSA1286
TOTAL,TOTUS,EMERGING,MEMER,SALT LAKE CITY,DSAL01,720,SSA0720
TOTAL,TOTUS,EMERGING,MEMER,SALT LAKE CITY,DSAL01,1192,SSA1192
TOTAL,TOTUS,EMERGING,MEMER,SALT LAKE CITY,DSAL01,1327,SSA1327
TOTAL,TOTUS,EMERGING,MEMER,SALT LAKE CITY,DSAL01,1337,SSA1337
TOTAL,TOTUS,EMERGING,MEMER,SAN ANGELO,DSAN01,268,SSA0268
TOTAL,TOTUS,EMERGING,MEMER,SAN ANGELO,DSAN01,1236,SSA1236
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,6,SSA0006
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,23,SSA0023
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,38,SSA0038
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,40,SSA0040
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,98,SSA0098
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,139,SSA0139
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,176,SSA0176
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,197,SSA0197
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,254,SSA0254
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,319,SSA0319
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,380,SSA0380
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,395,SSA0395
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,415,SSA0415
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,428,SSA0428
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,441,SSA0441
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,461,SSA0461
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,470,SSA0470
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,474,SSA0474
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,532,SSA0532
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,590,SSA0590
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,626,SSA0626
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,666,SSA0666
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,668,SSA0668
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,692,SSA0692
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,707,SSA0707
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,719,SSA0719
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,808,SSA0808
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,842,SSA0842
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,1104,SSA1104
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,1135,SSA1135
TOTAL,TOTUS,CORE,MCORE,SAN ANTONIO,DSAN01,1294,SSA1294
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,394,SSA0394
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,412,SSA0412
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,430,SSA0430
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,452,SSA0452
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,591,SSA0591
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,602,SSA0602
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,603,SSA0603
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,764,SSA0764
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1086,SSA1086
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1113,SSA1113
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1137,SSA1137
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1204,SSA1204
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1277,SSA1277
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1317,SSA1317
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1381,SSA1381
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN DIEGO,DSAN01,1436,SSA1436
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,221,SSA0221
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,263,SSA0263
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,293,SSA0293
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,316,SSA0316
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,324,SSA0324
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,325,SSA0325
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,326,SSA0326
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,327,SSA0327
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,338,SSA0338
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,343,SSA0343
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,352,SSA0352
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,417,SSA0417
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,424,SSA0424
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,431,SSA0431
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,432,SSA0432
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,438,SSA0438
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,451,SSA0451
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,454,SSA0454
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,456,SSA0456
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,477,SSA0477
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,490,SSA0490
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,517,SSA0517
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,526,SSA0526
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,543,SSA0543
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,545,SSA0545
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,549,SSA0549
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,550,SSA0550
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,597,SSA0597
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,600,SSA0600
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,610,SSA0610
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,613,SSA0613
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,628,SSA0628
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,634,SSA0634
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,762,SSA0762
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,783,SSA0783
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,801,SSA0801
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,804,SSA0804
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,821,SSA0821
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,895,SSA0895
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,1009,SSA1009
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,1058,SSA1058
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,1123,SSA1123
TOTAL,TOTUS,DEVELOPING,MDEVL,SAN FRANCISCO-OAK-SAN JOSE,DSAN01,1261,SSA1261
TOTAL,TOTUS,EMERGING,MEMER,SANTABARBRA-SANMAR-SANLUOB,DSAN01,519,SSA0519
TOTAL,TOTUS,EMERGING,MEMER,SANTABARBRA-SANMAR-SANLUOB,DSAN01,845,SSA0845
TOTAL,TOTUS,EMERGING,MEMER,SAVANNAH,DSAV01,640,SSA0640
TOTAL,TOTUS,EMERGING,MEMER,SAVANNAH,DSAV01,661,SSA0661
TOTAL,TOTUS,EMERGING,MEMER,SAVANNAH,DSAV01,1503,SSA1503
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,645,SSE0645
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,740,SSE0740
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,747,SSE0747
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,748,SSE0748
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,784,SSE0784
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,1044,SSE1044
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,1045,SSE1045
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,1046,SSE1046
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,1157,SSE1157
TOTAL,TOTUS,EMERGING,MEMER,SEATTLE-TACOMA,DSEA01,1258,SSE1258
TOTAL,TOTUS,EMERGING,MEMER,SHERMAN-ADA,DSHE01,809,SSH0809
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,93,SSH0093
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,109,SSH0109
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,246,SSH0246
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,466,SSH0466
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,475,SSH0475
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,513,SSH0513
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,1146,SSH1146
TOTAL,TOTUS,EMERGING,MEMER,SHREVEPORT,DSHR01,1526,SSH1526
TOTAL,TOTUS,EMERGING,MEMER,SIOUX FALLS(MITCHELL),DSIO01,778,SSI0778
TOTAL,TOTUS,EMERGING,MEMER,SPOKANE,DSPO01,309,SSP0309
TOTAL,TOTUS,EMERGING,MEMER,SPOKANE,DSPO01,728,SSP0728
TOTAL,TOTUS,EMERGING,MEMER,"SPRINGFIELD, MO",DSPR01,43,SSP0043
TOTAL,TOTUS,EMERGING,MEMER,"SPRINGFIELD, MO",DSPR01,1244,SSP1244
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,97,SST0097
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,120,SST0120
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,166,SST0166
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,217,SST0217
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,492,SST0492
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,611,SST0611
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,648,SST0648
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,738,SST0738
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,751,SST0751
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,752,SST0752
TOTAL,TOTUS,EMERGING,MEMER,ST. LOUIS,DST.01,1019,SST1019
TOTAL,TOTUS,EMERGING,MEMER,TALLAHASSEE-THOMASVILLE,DTAL01,37,STA0037
TOTAL,TOTUS,EMERGING,MEMER,TALLAHASSEE-THOMASVILLE,DTAL01,105,STA0105
TOTAL,TOTUS,EMERGING,MEMER,TALLAHASSEE-THOMASVILLE,DTAL01,382,STA0382
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,135,STA0135
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,1011,STA1011
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,1047,STA1047
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,1179,STA1179
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,1322,STA1322
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,1368,STA1368
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,1377,STA1377
TOTAL,TOTUS,EMERGING,MEMER,TAMPA-ST. PETE (SARASOTA),DTAM01,1596,STA1596
TOTAL,TOTUS,EMERGING,MEMER,TERRE HAUTE,DTER01,1178,STE1178
TOTAL,TOTUS,EMERGING,MEMER,TOLEDO,DTOL01,824,STO0824
TOTAL,TOTUS,EMERGING,MEMER,TOLEDO,DTOL01,1390,STO1390
TOTAL,TOTUS,EMERGING,MEMER,TOPEKA,DTOP01,1222,STO1222
TOTAL,TOTUS,EMERGING,MEMER,"TRI-CITIES, TN-VA",DTRI01,1142,STR1142
TOTAL,TOTUS,EMERGING,MEMER,TUCSON (SIERRA VISTA),DTUC01,88,STU0088
TOTAL,TOTUS,EMERGING,MEMER,TUCSON (SIERRA VISTA),DTUC01,199,STU0199
TOTAL,TOTUS,EMERGING,MEMER,TUCSON (SIERRA VISTA),DTUC01,219,STU0219
TOTAL,TOTUS,EMERGING,MEMER,TUCSON (SIERRA VISTA),DTUC01,301,STU0301
TOTAL,TOTUS,EMERGING,MEMER,TUCSON (SIERRA VISTA),DTUC01,373,STU0373
TOTAL,TOTUS,EMERGING,MEMER,TUCSON (SIERRA VISTA),DTUC01,1199,STU1199
TOTAL,TOTUS,EMERGING,MEMER,TULSA,DTUL01,64,STU0064
TOTAL,TOTUS,EMERGING,MEMER,TULSA,DTUL01,448,STU0448
TOTAL,TOTUS,EMERGING,MEMER,TULSA,DTUL01,524,STU0524
TOTAL,TOTUS,EMERGING,MEMER,TULSA,DTUL01,1260,STU1260
TOTAL,TOTUS,EMERGING,MEMER,TULSA,DTUL01,1458,STU1458
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,33,STY0033
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,119,STY0119
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,201,STY0201
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,362,STY0362
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,374,STY0374
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,558,STY0558
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,811,STY0811
TOTAL,TOTUS,EMERGING,MEMER,TYLER-LONGVIEW(LFKN&NCGD),DTYL01,861,STY0861
